longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.62,33.47,4,1812,255,661,211,6.487,294200
-117.62,33.43,27,1835,413,1221,377,3.2232,247100
-117.62,33.43,24,1296,384,850,367,2.7545,231300
-117.62,33.43,23,4052,955,1950,859,4.0647,240600
-117.62,33.42,27,1444,412,597,311,3.1395,310000
-117.62,33.42,23,2656,515,998,435,4.0294,500001
-117.63,34.37,20,7052,1306,2197,810,3.7252,167100
-117.63,34.12,4,4323,775,1479,663,6.0758,226800
-117.63,34.1,15,4799,1209,2554,1057,2.6582,122800
-117.63,34.09,19,3490,816,2818,688,2.8977,126200
-117.63,34.08,38,1810,371,1257,354,3.8355,111700
-117.63,34.07,39,2650,511,1537,495,3.4432,106700
-117.63,34.06,39,1210,310,1294,303,2.3636,88300
-117.63,34.02,13,4864,729,2780,723,5.6168,175400
-117.63,33.94,36,447,95,2886,85,4.2578,183300
-117.63,33.65,10,3580,491,1688,467,7.7814,288700
-117.63,33.63,6,3068,549,985,536,4.2009,238000
-117.63,33.62,9,4257,785,1293,745,3.7139,196700
-117.63,33.5,12,3619,536,1506,492,7.2013,353600
-117.63,33.47,4,2320,405,1408,477,6.3369,256000
-117.63,33.47,4,1969,280,805,271,7.6012,310800
-117.63,33.46,7,7684,1088,2812,1057,6.3401,387300
-117.63,33.45,5,3549,604,1571,534,5.3705,363500
-117.63,33.38,12,5744,1054,2104,847,5.1482,500001
-117.64,35.61,10,2656,506,1349,501,4.25,83200
-117.64,34.15,16,2896,404,1165,379,6.4559,392900
-117.64,34.12,18,3605,534,1682,480,5.8407,202900
-117.64,34.11,16,2129,420,932,379,2.5868,146900
-117.64,34.08,37,2576,468,1284,428,3.3958,130400
-117.64,34.08,35,1254,241,729,253,3.495,118000
-117.64,34.08,33,1987,455,1369,475,2.4464,122600
-117.64,34.07,52,1644,372,1269,355,2.6913,108300
-117.64,34.07,43,1970,379,1036,391,3.2083,122800
-117.64,34.07,38,2450,544,1823,536,2.837,111200
-117.64,34.07,30,2787,713,2647,693,2.2765,98100
-117.64,34.06,50,637,143,590,147,1.9659,85700
-117.64,34.06,43,763,219,851,198,1.7292,79200
-117.64,34.05,32,1129,251,1378,268,3.0057,96900
-117.64,34.05,27,1407,362,1684,350,2.1944,95700
-117.64,34.04,21,1801,507,2556,484,2.4716,102500
-117.64,34.03,11,2050,382,1044,371,4.8281,137000
-117.64,34.03,10,3194,579,2088,549,4.1779,159100
-117.64,34.02,6,248,47,119,42,2.125,416700
-117.64,34.02,10,4887,930,2637,831,4.0611,158000
-117.64,33.99,29,1005,152,513,149,2.4375,181300
-117.64,33.88,13,8010,1366,3920,1309,5.536,204800
-117.64,33.68,4,5687,970,2677,938,6.5069,243400
-117.64,33.64,11,2422,429,810,395,6.1935,293200
-117.64,33.63,10,4814,643,1808,588,8.798,436600
-117.64,33.62,16,3970,771,1202,734,3.4115,184800
-117.64,33.61,14,5232,810,3041,839,5.826,247900
-117.64,33.59,4,3274,383,1312,390,8.1611,348000
-117.64,33.51,15,1743,254,943,274,5.9339,286000
-117.64,33.51,14,1343,175,650,184,7.2648,363200
-117.64,33.49,3,2516,429,781,337,5.6197,271600
-117.64,33.48,12,2007,397,1033,373,5.6754,275900
-117.64,33.45,27,334,56,130,46,4.875,284100
-117.65,34.14,9,3877,490,1815,490,8.4839,406700
-117.65,34.14,16,2196,287,949,289,8.6573,354000
-117.65,34.13,24,2121,296,913,302,5.9328,255900
-117.65,34.12,27,2298,340,1071,369,6.5587,239000
-117.65,34.12,17,3006,427,1291,406,6.2083,242700
-117.65,34.11,29,2927,634,1710,623,3.6219,176600
-117.65,34.11,28,2788,370,1140,385,5.3368,233500
-117.65,34.1,44,1526,337,831,326,3.0284,115800
-117.65,34.1,30,1461,341,1014,345,2.4667,106000
-117.65,34.1,19,1688,365,622,322,3.6,136400
-117.65,34.09,46,1214,281,701,294,2.7083,116300
-117.65,34.09,33,2446,396,1209,412,4.3958,145600
-117.65,34.08,52,2264,439,1031,437,3.375,144300
-117.65,34.08,40,1609,258,624,242,5.4689,158200
-117.65,34.08,38,2750,572,1410,483,3.3836,144900
-117.65,34.08,35,2621,391,1074,391,4.7176,166400
-117.65,34.07,52,1041,252,558,231,1.9236,117200
-117.65,34.07,35,2501,651,1182,591,1.4464,113200
-117.65,34.06,41,465,130,349,138,2.0893,112500
-117.65,34.06,41,1171,334,1479,334,2.25,90500
-117.65,34.04,28,2360,607,2623,592,2.5048,100000
-117.65,34.04,15,3393,653,2039,611,3.9336,151000
-117.65,34.03,15,4420,903,2373,858,3.449,149100
-117.65,34.02,9,2107,411,1138,389,4.4042,159100
-117.65,33.65,16,1538,260,835,259,5.5779,234800
-117.65,33.65,15,4713,671,2197,673,7.5426,294800
-117.65,33.65,15,3485,519,1740,485,6.7543,251900
-117.65,33.63,16,3388,425,1395,427,8.4471,351300
-117.65,33.62,15,2708,410,1140,389,6.2899,275000
-117.65,33.6,15,5736,800,2529,762,6.4114,278700
-117.65,33.6,13,2319,430,1004,380,5.133,316100
-117.65,33.59,8,2649,340,1238,354,8.0409,337900
-117.65,33.58,2,2411,354,703,217,7.8061,331400
-117.65,33.53,7,6814,785,2175,681,10.49,500001
-117.65,33.49,16,2223,454,628,382,4.3603,248800
-117.65,33.48,6,1638,188,572,174,13.0502,500001
-117.65,33.48,10,3484,582,1469,556,5.4188,402200
-117.65,33.45,15,7468,1275,3033,1217,5.49,239300
-117.65,33.42,25,2174,428,603,352,3.3967,249400
-117.65,33.4,17,2737,654,910,492,3.5729,370800
-117.66,35.63,33,2579,564,1155,431,2.0441,42100
-117.66,35.62,11,5897,1138,2728,1072,4.15,85700
-117.66,35.61,5,5735,932,2623,862,4.8494,87200
-117.66,35.6,14,1740,391,850,317,2.5812,91700
-117.66,34.15,25,3430,485,1284,438,8.5282,360100
-117.66,34.15,20,2524,311,965,285,8.0103,395500
-117.66,34.14,8,1692,253,857,251,6.9418,310500
-117.66,34.14,11,3628,469,1488,463,7.0844,325000
-117.66,34.13,19,3995,554,1523,509,6.075,254100
-117.66,34.13,17,3229,405,1289,407,6.3842,307100
-117.66,34.12,22,2272,278,933,305,8.8204,390500
-117.66,34.1,37,1971,345,939,358,3.4634,145300
-117.66,34.1,26,1855,553,1109,536,2.2429,150000
-117.66,34.09,26,1151,200,593,188,3.6667,166300
-117.66,34.09,23,1426,313,954,319,3.0357,151500
-117.66,34.09,20,2462,496,1117,458,3.2321,162500
-117.66,34.08,33,3659,590,1773,615,3.9227,157200
-117.66,34.07,37,2454,511,1165,504,2.9474,139600
-117.66,34.07,36,2072,408,964,395,2.8702,137000
-117.66,34.07,33,2081,409,1008,375,2.587,138100
-117.66,34.06,24,4043,952,2174,859,2.2244,114900
-117.66,34.05,6,5129,1119,2533,949,3.625,113600
-117.66,34.05,36,2341,520,2138,523,2.3347,104000
-117.66,34.05,33,960,216,831,222,2.5391,108600
-117.66,34.04,16,2081,348,1332,356,4.7872,147600
-117.66,34.04,10,3657,695,2079,663,4.2054,159900
-117.66,34.03,14,2137,345,1151,352,5.753,185500
-117.66,34.02,12,5616,871,3019,782,5.5425,202300
-117.66,34.02,11,3358,504,1690,482,6.7544,207900
-117.66,34,5,1387,236,855,270,5.411,201100
-117.66,33.65,13,8527,1364,4597,1393,6.2242,237900
-117.66,33.64,17,3173,501,1555,520,6.7079,250800
-117.66,33.63,16,3299,610,1967,604,5.5085,223300
-117.66,33.62,16,5175,799,2717,813,6.1493,257800
-117.66,33.62,16,4065,661,1962,636,6.2177,256600
-117.66,33.61,21,1932,266,860,286,7.1497,274000
-117.66,33.6,25,3745,522,1648,496,7.5488,278100
-117.66,33.6,24,1684,232,781,230,6.8667,279600
-117.66,33.59,18,4552,706,1918,671,7.5791,288100
-117.66,33.58,6,4186,515,1794,541,9.6986,357600
-117.66,33.58,16,3016,394,1172,382,7.5196,315600
-117.66,33.57,16,4277,565,1642,549,8.0082,286600
-117.66,33.57,16,2483,443,1357,400,5.5545,214200
-117.66,33.51,18,2626,530,1302,522,4.0167,189600
-117.66,33.48,22,809,180,334,157,2.3846,500001
-117.66,33.46,28,1261,233,609,242,5.1024,312700
-117.66,33.46,26,2073,370,952,340,5.0877,288100
-117.67,35.65,18,2737,589,1128,533,2.8,72000
-117.67,35.64,6,2115,342,927,337,6.1935,115700
-117.67,35.63,32,3661,787,1613,706,3.0687,63500
-117.67,34.13,10,2846,362,1221,355,7.7234,304100
-117.67,34.12,15,3162,495,1145,473,5.3525,191700
-117.67,34.1,28,1263,248,601,219,3.875,174000
-117.67,34.1,19,2969,605,1326,573,4.3438,155700
-117.67,34.09,17,4418,1256,2417,1094,2.7266,101000
-117.67,34.07,29,1840,388,1278,368,3.5036,123400
-117.67,34.06,26,1592,429,1182,365,2.4583,110400
-117.67,34.05,6,2833,628,1717,589,3.2062,167500
-117.67,34.04,16,3260,501,1973,535,4.6563,162000
-117.67,34.04,13,2295,374,1284,378,5.2551,194300
-117.67,34.04,13,1543,383,776,358,3.0598,99700
-117.67,33.67,5,10534,2035,4656,1863,5.7797,309200
-117.67,33.66,4,10175,2181,4762,1929,4.7341,237400
-117.67,33.63,9,5774,1320,3086,1265,4.4063,202200
-117.67,33.61,24,3859,661,1972,624,5.7871,227400
-117.67,33.61,23,3588,577,1695,569,6.1401,243200
-117.67,33.6,25,3164,449,1517,453,6.7921,266000
-117.67,33.6,20,1213,171,565,170,7.2592,314800
-117.67,33.57,18,1614,210,692,209,7.9294,280300
-117.67,33.56,4,3289,728,1345,632,4.6863,184400
-117.67,33.55,6,3157,721,1695,710,3.7609,222300
-117.67,33.54,16,2102,350,1003,328,4.7981,170800
-117.67,33.54,15,2423,435,1366,423,4.8906,181800
-117.67,33.51,19,1258,246,545,227,2.9762,184400
-117.67,33.51,18,1645,393,1490,355,3.4792,126400
-117.67,33.49,15,2782,579,983,525,2.1935,183300
-117.67,33.49,10,366,61,128,61,8.163,250000
-117.67,33.47,22,2728,616,1081,566,1.6393,500001
-117.67,33.46,24,3571,722,1409,543,4.6518,277800
-117.67,33.46,18,1679,271,783,257,5.3999,300000
-117.67,33.44,25,2994,519,903,410,6.6852,500001
-117.68,35.64,15,3253,573,1408,586,5.2043,95700
-117.68,35.55,9,3811,605,1518,568,5.5551,142500
-117.68,35.03,28,2969,648,1644,570,3.4338,54900
-117.68,34.99,33,1589,307,853,272,4.2292,64400
-117.68,34.15,4,4082,578,1996,580,6.7813,286300
-117.68,34.15,24,1033,189,486,204,4.1719,213500
-117.68,34.14,4,4791,695,1871,659,6.9532,277000
-117.68,34.12,16,2181,321,1133,350,5.7214,259400
-117.68,34.11,16,3190,471,1414,464,5.5292,208600
-117.68,34.1,11,7392,1796,3841,1621,2.8326,163000
-117.68,34.09,22,1547,334,773,316,2.9812,148800
-117.68,34.08,28,2459,492,1230,498,3.0978,137200
-117.68,34.08,21,5662,1185,3067,1055,3.3482,137300
-117.68,34.07,32,1775,314,1067,302,4.0375,121300
-117.68,34.07,24,2626,692,2204,647,1.7806,135000
-117.68,34.05,25,1859,463,1070,374,2.5395,187500
-117.68,34.04,27,574,103,321,103,3.9107,186500
-117.68,34.03,16,2859,668,1946,591,3.0396,124300
-117.68,34.01,20,7326,1555,5718,1538,3.2073,123500
-117.68,33.63,16,5218,1187,2701,1125,3.929,143100
-117.68,33.63,13,5830,921,2897,891,6.2403,257400
-117.68,33.61,19,2962,405,1295,440,6.0689,248000
-117.68,33.6,24,1956,262,969,256,6.8154,265900
-117.68,33.6,19,3913,460,1646,454,7.2147,303900
-117.68,33.59,8,2327,263,899,236,14.9009,500001
-117.68,33.59,12,3473,466,1569,450,8.8636,314000
-117.68,33.57,2,10008,1453,3550,1139,10.1122,500001
-117.68,33.55,5,2262,427,1016,402,6.065,315500
-117.68,33.54,5,2840,403,1363,403,7.618,341400
-117.68,33.52,5,3621,632,1546,567,5.753,322800
-117.68,33.51,4,2428,401,959,386,6.2661,268500
-117.68,33.51,19,2930,428,1481,430,6.323,480800
-117.68,33.49,18,4173,625,1649,634,6.3568,294300
-117.68,33.49,17,2232,372,1072,385,4.245,214500
-117.68,33.49,16,3084,724,2557,690,2.8357,106300
-117.68,33.48,15,1786,299,727,293,5.0527,231400
-117.68,33.47,7,4458,731,1731,704,6.126,285600
-117.69,36.13,25,1709,439,632,292,1.7868,45500
-117.69,35.65,5,1131,276,520,232,4.0167,87500
-117.69,35.63,5,3151,482,1335,428,5.5773,109000
-117.69,34.13,8,2915,371,1271,354,7.9627,345400
-117.69,34.11,16,2427,522,794,491,2.6929,119300
-117.69,34.1,17,3759,1035,1722,847,2.6074,137500
-117.69,34.09,28,1437,295,724,262,2.725,140200
-117.69,34.08,30,4255,773,2129,730,4.5185,142500
-117.69,34.08,14,4136,886,2026,788,3.2344,128200
-117.69,34.06,29,873,226,649,198,2.7986,114400
-117.69,34.06,25,1881,433,1337,417,2.5536,144000
-117.69,34.05,10,1875,366,1055,363,4.3264,128900
-117.69,34,28,707,154,561,129,2.5781,111600
-117.69,33.8,5,3178,631,1467,581,5.2541,237100
-117.69,33.66,5,4246,689,1933,722,6.9501,225700
-117.69,33.66,11,2630,327,1256,352,8.2953,350500
-117.69,33.64,18,3783,654,1843,623,5.7559,215800
-117.69,33.64,16,2592,372,1279,383,6.9741,262000
-117.69,33.62,18,4265,581,2025,544,6.4598,282700
-117.69,33.61,16,3010,580,1649,538,4.0221,236200
-117.69,33.6,17,2150,361,1194,335,5.4622,227000
-117.69,33.6,16,2205,393,1333,402,3.475,279500
-117.69,33.6,12,3258,421,1464,435,6.5413,332000
-117.69,33.59,13,3320,426,1432,431,7.9283,348100
-117.69,33.58,5,6678,1011,2877,982,7.5177,330000
-117.69,33.55,9,3856,571,1646,576,6.8007,318300
-117.69,33.55,4,1764,220,705,224,8.3275,384200
-117.69,33.54,20,1767,280,801,284,6.5394,272000
-117.69,33.53,17,5041,778,2396,801,6.0868,282900
-117.69,33.52,4,2142,625,1176,483,3.4455,325000
-117.69,33.52,3,7374,1444,3214,1279,4.538,278200
-117.69,33.51,4,1223,275,505,244,4.6607,173000
-117.69,33.47,23,3499,722,1480,634,3.86,300000
-117.69,33.47,19,2595,621,1728,571,3.668,243800
-117.69,33.47,13,2020,378,679,290,5.756,305600
-117.7,35.64,8,2683,416,1154,399,5.8625,109400
-117.7,35.62,18,2657,496,1426,483,3.5931,71900
-117.7,35.6,16,2678,483,1473,487,3.858,70200
-117.7,34.09,25,1719,331,1098,324,3.625,121800
-117.7,34.08,33,4674,791,2769,784,4.1448,137300
-117.7,34.08,10,1979,454,1117,389,3.7802,107300
-117.7,34.07,33,1552,288,1326,303,3.7969,128400
-117.7,34.06,7,732,145,431,132,2.9107,95300
-117.7,34.06,25,2054,609,2271,564,2.3049,150000
-117.7,34.05,24,2834,470,1815,471,4.7357,162500
-117.7,34.04,13,5301,1025,2870,984,3.5954,163000
-117.7,34,15,4905,711,2711,762,5.7021,193100
-117.7,33.92,4,8301,1333,3941,1236,6.2141,252200
-117.7,33.72,6,211,51,125,44,1.9659,500001
-117.7,33.65,16,3388,492,1249,463,6.1863,355600
-117.7,33.63,23,3038,473,1501,436,5.5584,241700
-117.7,33.63,16,4428,745,1525,682,5.2325,286800
-117.7,33.62,19,2957,492,1639,495,5.0686,225600
-117.7,33.62,16,9653,2000,4732,1922,3.7361,197200
-117.7,33.6,26,1021,230,301,208,2.625,80600
-117.7,33.6,16,2092,489,877,392,3.0461,216900
-117.7,33.59,11,8039,1717,3445,1571,4.1678,190900
-117.7,33.57,9,1204,355,469,293,3.6196,119900
-117.7,33.57,4,3283,911,1512,782,3.3125,138500
-117.7,33.56,3,2443,637,1033,548,4.1379,183300
-117.7,33.56,2,2112,305,703,261,6.9343,298500
-117.7,33.55,12,2459,390,1054,391,7.1736,262100
-117.7,33.51,2,5261,763,1460,599,6.8279,279000
-117.7,33.5,4,7474,1037,2969,1007,8.7591,434700
-117.7,33.5,4,2351,445,834,397,5.5677,245400
-117.7,33.48,10,3458,638,1156,470,6.3579,336700
-117.7,33.47,21,2208,534,1423,482,3.5915,305600
-117.7,33.47,21,1857,399,881,380,3.8403,350000
-117.7,33.47,20,1577,363,764,333,4.1563,320800
-117.71,34.15,17,17715,2370,7665,2312,7.9068,349100
-117.71,34.12,20,11250,1893,4952,1859,5.6785,239500
-117.71,34.1,52,567,152,2688,126,1.875,212500
-117.71,34.1,41,555,130,1492,123,2.2813,125000
-117.71,34.09,36,2637,476,1385,483,4.1739,158700
-117.71,34.08,29,1276,283,1216,316,2.5972,134300
-117.71,34.08,26,2744,494,1411,465,4.2639,154200
-117.71,34.07,31,1840,380,1187,357,3.8875,129200
-117.71,34.07,24,1948,362,1286,364,3.6,139300
-117.71,34.06,16,1458,295,912,331,3.625,160400
-117.71,34.04,20,1950,310,1054,312,4.625,222100
-117.71,34.04,17,4098,733,1859,713,2.9811,231800
-117.71,34.03,11,3467,749,2163,676,3.4267,164400
-117.71,33.97,10,10856,2278,6474,2199,3.851,137200
-117.71,33.64,14,2945,356,1293,335,8.111,308900
-117.71,33.63,16,2497,500,1357,456,4.5909,241800
-117.71,33.62,22,2520,387,1338,391,5.8898,242800
-117.71,33.61,26,3046,726,888,663,2.6848,74100
-117.71,33.61,26,2280,550,669,502,2.3438,72300
-117.71,33.6,8,3329,753,1312,629,3.5521,229800
-117.71,33.6,25,3011,714,893,654,2.3387,74800
-117.71,33.58,2,2530,562,1066,510,4.6336,187500
-117.71,33.57,6,3673,881,1846,768,4.877,144300
-117.71,33.57,4,3289,753,1285,651,4.045,226000
-117.71,33.54,7,4907,577,1883,556,10.4415,453800
-117.71,33.54,15,2460,368,962,320,7.3878,318300
-117.71,33.52,17,2486,417,876,361,6.1007,340900
-117.71,33.51,11,2198,252,883,281,13.1477,487000
-117.71,33.49,5,1680,254,617,231,8.583,397700
-117.71,33.47,17,2681,454,830,410,5.5507,345700
-117.71,33.47,14,3894,672,1490,629,6.5206,368500
-117.72,34.1,52,2867,496,978,513,3.1477,291200
-117.72,34.1,32,3241,895,1592,810,2.4952,181800
-117.72,34.09,36,1473,328,785,299,3.2566,151800
-117.72,34.08,34,2742,491,1761,496,3.2481,128800
-117.72,34.07,33,4100,740,2580,730,3.7321,134200
-117.72,34.06,32,2209,654,1718,569,1.9643,113200
-117.72,34.05,8,1841,409,1243,394,4.0614,107000
-117.72,34.05,31,2220,526,1662,472,2.7321,104300
-117.72,34.03,17,2902,476,1652,479,5.6029,161800
-117.72,34.02,17,1781,262,860,256,6.5958,236800
-117.72,34,15,4363,690,2410,666,5.4824,179700
-117.72,33.99,14,5622,861,3108,821,5.7763,206700
-117.72,33.97,16,13290,2062,6931,2023,5.228,187800
-117.72,33.64,16,1230,242,380,246,2.2969,67500
-117.72,33.63,15,1362,255,378,202,1.9,162500
-117.72,33.62,21,2322,518,662,457,3.1679,110000
-117.72,33.62,19,5777,1261,1711,1225,2.7634,86900
-117.72,33.62,19,1144,268,365,279,2.8583,105800
-117.72,33.61,26,2653,621,774,584,2.49,81100
-117.72,33.61,26,2033,463,618,450,2.5685,80400
-117.72,33.54,13,4866,812,1909,733,4.9821,244800
-117.72,33.53,14,1672,295,704,293,5.1129,251300
-117.72,33.51,17,3617,597,1176,571,5.133,324000
-117.72,33.49,4,3623,734,1129,530,5.7281,500001
-117.72,33.43,5,1889,359,616,246,3.8992,500001
-117.73,35.73,35,2916,594,1870,432,3.625,55000
-117.73,34.12,26,6459,894,2487,885,6.2089,261800
-117.73,34.1,37,3457,544,1344,530,5.8891,226000
-117.73,34.09,36,1543,297,1355,303,3.5313,117800
-117.73,34.09,30,2345,496,1897,454,2.4375,112100
-117.73,34.08,33,1350,265,1251,257,2.9063,115200
-117.73,34.08,28,5173,1069,3502,954,3.8438,130800
-117.73,34.07,34,4038,725,2716,759,4.1339,135000
-117.73,34.07,33,1921,489,1430,467,2.3406,122600
-117.73,34.07,33,1025,261,854,269,2.2596,119400
-117.73,34.06,51,498,115,368,112,1.4063,98800
-117.73,34.06,34,344,108,315,119,3.1786,117800
-117.73,34.05,36,975,243,809,233,2.8929,118100
-117.73,34.05,28,2758,771,2877,694,2.0734,113300
-117.73,34.04,26,3827,814,3367,810,3.15,129700
-117.73,34.03,42,1967,378,1459,348,3.0375,118100
-117.73,34.01,36,2340,392,1213,388,4.125,213000
-117.73,33.61,17,2612,582,832,564,2.6759,120600
-117.73,33.61,16,590,130,178,121,4.8611,186800
-117.73,33.53,3,6388,920,2129,819,7.8915,420600
-117.73,33.51,5,4549,786,1238,632,6.1785,295900
-117.73,33.49,31,5112,778,1530,648,10.3983,500001
-117.73,33.49,17,2168,290,654,279,9.8321,500001
-117.74,35.65,15,2357,484,1110,442,3.1755,81700
-117.74,34.11,28,3494,566,1391,522,5.3637,214700
-117.74,34.1,29,2742,488,2477,532,3.5072,121900
-117.74,34.1,26,2723,604,1847,498,2.6779,136000
-117.74,34.08,35,1613,298,911,293,3.4398,134300
-117.74,34.07,52,1868,316,947,328,4.2415,140100
-117.74,34.07,42,2504,553,1550,509,3.0294,135700
-117.74,34.06,48,2438,599,1508,548,2.8983,129200
-117.74,34.06,4,1391,506,727,369,1.4722,137500
-117.74,34.05,30,1185,317,1466,302,2.625,94300
-117.74,34.05,29,2452,700,3029,665,2.1354,110700
-117.74,34.03,27,3623,809,3712,754,3.4609,123300
-117.74,34.02,33,2318,464,1904,451,3.7454,116400
-117.74,33.97,4,9755,1748,4662,1583,5.6501,254900
-117.74,33.89,4,37937,5471,16122,5189,7.4947,366300
-117.74,33.85,4,5416,820,1753,583,6.9544,314000
-117.74,33.73,18,328,68,391,60,4.1167,87500
-117.74,33.62,16,4134,740,2103,745,5.6877,231400
-117.74,33.62,16,1889,590,686,537,3.4706,241700
-117.74,33.61,17,2116,474,662,443,3.5625,180800
-117.74,33.61,16,2753,576,857,546,3.7422,229800
-117.74,33.51,29,1720,269,612,258,7.8239,500001
-117.74,33.46,9,6564,1316,1720,904,4.89,454100
-117.75,34.12,25,5411,998,2243,1019,4.3148,240700
-117.75,34.1,21,8069,2174,4369,2036,3.2756,156800
-117.75,34.09,36,3094,556,1672,545,4.2143,146900
-117.75,34.08,33,2824,523,1797,493,3.6359,135100
-117.75,34.08,33,1067,194,600,201,4.0368,139100
-117.75,34.07,52,2550,586,1246,576,1.6006,146200
-117.75,34.07,52,1548,348,1131,343,2.63,127300
-117.75,34.07,52,1279,213,444,204,5.2269,161000
-117.75,34.06,52,62,9,44,16,0.4999,112500
-117.75,34.06,52,24,6,46,7,1.625,67500
-117.75,34.06,52,1171,318,1126,276,1.9762,105800
-117.75,34.06,44,477,135,502,117,2.0156,112500
-117.75,34.05,46,1480,358,1511,348,1.9718,110600
-117.75,34.05,37,378,92,503,103,2.1908,94600
-117.75,34.05,35,1293,339,1494,312,1.6645,93300
-117.75,34.05,27,437,108,469,97,1.7206,107500
-117.75,34.04,22,2948,636,2600,602,3.125,113600
-117.75,34.01,4,22128,3522,10450,3258,6.1287,289600
-117.75,33.95,13,984,127,364,119,7.5839,426900
-117.75,33.84,16,3491,502,1496,509,6.6207,270500
-117.75,33.72,10,2464,347,1241,366,8.7603,362500
-117.75,33.71,15,2849,537,878,520,3.2841,158300
-117.75,33.64,9,2499,492,1111,542,5.5342,182300
-117.75,33.61,17,2499,566,781,522,3.1779,186500
-117.75,33.6,5,4944,1164,1727,948,4.9,255600
-117.75,33.54,21,8711,1544,3173,1396,5.0907,378200
-117.76,35.63,12,2014,372,1027,356,3.9261,101300
-117.76,35.22,4,18,3,8,6,1.625,275000
-117.76,34.71,15,2981,625,1694,540,2.9541,106700
-117.76,34.13,8,16759,2274,7249,2156,7.4837,358700
-117.76,34.11,22,4935,954,2874,938,3.9825,180500
-117.76,34.1,28,4086,871,1973,853,2.621,202200
-117.76,34.08,37,2263,502,1677,522,2.9388,139200
-117.76,34.07,51,1538,394,1173,388,2.3156,109800
-117.76,34.07,48,1157,247,677,218,2.8594,127200
-117.76,34.06,47,508,108,384,86,1.9583,92600
-117.76,34.06,33,1831,486,1625,472,1.9937,103600
-117.76,34.05,36,3839,1004,4711,942,2.3859,116200
-117.76,34.04,36,2242,448,2052,447,3.4464,113000
-117.76,34.04,34,1914,364,1564,328,2.8347,115800
-117.76,33.98,3,9662,1385,2497,856,6.7172,292400
-117.76,33.94,40,1092,213,457,190,5.1165,184200
-117.76,33.88,9,4838,759,2090,695,6.6536,307800
-117.76,33.87,16,3973,595,1971,575,6.4265,263700
-117.76,33.87,16,3182,429,1663,428,7.0592,288200
-117.76,33.86,14,3666,442,1400,433,10.1316,500001
-117.76,33.84,15,3764,510,1448,468,8.7124,410500
-117.76,33.83,15,3086,457,1262,436,6.4415,300700
-117.76,33.81,2,582,70,199,64,7.1193,500001
-117.76,33.79,4,8974,1268,3754,1241,8.2653,374000
-117.76,33.72,15,941,266,366,248,4.3636,148400
-117.76,33.72,14,3011,388,1359,371,7.9739,368700
-117.76,33.72,11,4508,618,1993,573,10.4498,386100
-117.76,33.71,14,4321,582,2025,578,8.3634,355100
-117.76,33.7,12,4025,574,2042,588,7.9125,344900
-117.76,33.53,28,3085,499,1176,480,7.9794,426100
-117.76,33.53,24,2105,346,712,332,10.6349,500001
-117.76,33.53,18,3224,561,1310,580,8.4614,391900
-117.76,33.48,38,3832,809,1332,636,5.0044,381200
-117.77,34.11,28,1998,414,1124,389,3.75,180900
-117.77,34.07,29,2976,662,2452,633,3.0638,113600
-117.77,33.85,13,5415,827,2061,714,7.3681,353100
-117.77,33.84,5,4380,715,1913,741,6.7274,266400
-117.77,33.8,16,3973,483,1373,452,9.8074,417000
-117.77,33.76,19,3532,402,1200,426,11.0124,500001
-117.77,33.72,10,2815,431,1181,398,6.5743,278700
-117.77,33.71,5,4050,584,1986,598,7.5847,375700
-117.77,33.71,4,1646,321,859,300,5.5631,227800
-117.77,33.71,13,1939,247,928,244,8.1111,379800
-117.77,33.7,4,2446,622,1315,560,3.7147,137500
-117.77,33.7,3,3636,749,1486,696,5.5464,207500
-117.77,33.7,15,1392,267,681,263,5.4248,187200
-117.77,33.69,15,500,113,261,116,5.0631,154000
-117.77,33.69,14,1413,372,744,338,3.7988,184100
-117.77,33.67,12,4329,1068,1913,978,4.5094,160200
-117.77,33.6,33,247,80,167,70,3.7059,237500
-117.77,33.55,28,2024,297,617,274,6.7861,499100
-117.77,33.54,47,3090,652,1105,582,4.1699,373700
-117.77,33.54,28,3404,497,1134,466,7.2217,500001
-117.77,33.53,46,1033,223,462,224,3.2708,384700
-117.77,33.53,32,3116,661,1105,543,5.1837,445600
-117.77,33.51,29,3590,772,1070,603,4.4464,500001
-117.78,34.58,6,10263,1864,6163,1781,3.8803,120000
-117.78,34.13,18,7798,1161,3710,1227,5.8819,260500
-117.78,34.11,23,7079,1381,3205,1327,3.0735,212300
-117.78,34.09,32,2643,516,1862,478,3.7177,177200
-117.78,34.07,18,3610,772,2899,765,3.9784,113500
-117.78,34.06,33,1056,272,964,300,2.4464,128700
-117.78,34.05,39,2933,590,1886,550,3.9224,131300
-117.78,34.03,8,32054,5290,15507,5050,6.0191,253900
-117.78,33.97,2,556,63,179,54,8.4411,500001
-117.78,33.9,14,6239,901,2923,904,6.5437,268200
-117.78,33.89,7,9729,1210,4160,1214,8.9088,415300
-117.78,33.88,16,1800,238,871,234,6.6678,301900
-117.78,33.87,16,5609,952,2624,934,5.3307,169600
-117.78,33.86,16,4390,660,2146,633,6.1504,266000
-117.78,33.85,16,3781,504,1665,499,7.2554,335600
-117.78,33.82,12,6208,750,2443,739,9.1808,413700
-117.78,33.81,23,1986,278,826,260,7.7752,380000
-117.78,33.78,6,9792,1283,3744,1179,10.1714,481500
-117.78,33.76,25,2260,261,719,254,11.4537,500001
